No,R,I,A,S,E,C,Group
13232,0.433,0.483,0.653,0.815,0.622,0.675,70
13233,0.433,0.311,0.839,0.777,0.79,0.613,58
13234,0.433,0.473,0.449,0.612,0.601,0.523,66
13235,0.433,0.35,0.434,0.344,0.285,0.22,29
13236,0.433,0.444,0.479,0.434,0.45,0.452,50
13237,0.433,0.344,0.716,0.601,0.474,0.392,24
13238,0.433,0.438,0.58,0.526,0.534,0.496,14
13239,0.433,0.4,0.626,0.426,0.347,0.432,50
13240,0.433,0.479,0.466,0.594,0.552,0.534,14
13241,0.433,0.468,0.368,0.488,0.603,0.523,14
13242,0.433,0.519,0.546,0.616,0.491,0.495,14
13243,0.433,0.426,0.354,0.228,0.305,0.319,28
13244,0.433,0.435,0.504,0.524,0.453,0.467,50
13245,0.433,0.673,0.522,0.578,0.563,0.586,47
13246,0.433,0.48,0.617,0.622,0.477,0.407,24
13247,0.433,0.634,0.579,0.598,0.636,0.595,66
13248,0.433,0.411,0.499,0.479,0.486,0.533,14
13249,0.433,0.41,0.62,0.448,0.52,0.598,14
13250,0.433,0.373,0.423,0.556,0.623,0.378,42
13251,0.433,0.331,0.606,0.441,0.389,0.359,15
13252,0.433,0.561,0.471,0.279,0.245,0.307,2
13253,0.433,0.78,0.422,0.507,0.551,0.636,55
13254,0.433,0.5,0.577,0.523,0.469,0.459,14
13255,0.433,0.46,0.586,0.579,0.588,0.42,14
13256,0.433,0.606,0.528,0.437,0.528,0.54,14
13257,0.433,0.486,0.684,0.803,0.535,0.466,60
13258,0.433,0.439,0.492,0.56,0.585,0.432,14
13259,0.433,0.442,0.697,0.544,0.466,0.411,24
13260,0.433,0.588,0.432,0.466,0.525,0.516,14
13261,0.433,0.393,0.398,0.476,0.505,0.532,14
13262,0.433,0.431,0.514,0.443,0.422,0.414,50
13263,0.433,0.375,0.425,0.435,0.383,0.384,50
13264,0.433,0.361,0.632,0.526,0.559,0.509,25
13265,0.433,0.365,0.538,0.454,0.412,0.38,50
13266,0.433,0.236,0.165,0.222,0.201,0.165,19
13267,0.433,0.374,0.335,0.452,0.32,0.253,28
13268,0.433,0.291,0.605,0.469,0.521,0.452,24
13269,0.433,0.443,0.667,0.622,0.46,0.4,24
13270,0.433,0.463,0.364,0.415,0.359,0.391,28
13271,0.433,0.462,0.4,0.665,0.594,0.572,66
13272,0.433,0.528,0.53,0.71,0.519,0.464,14
13273,0.433,0.475,0.71,0.594,0.61,0.534,66
13274,0.433,0.825,0.372,0.366,0.622,0.358,17
13275,0.433,0.292,0.56,0.747,0.373,0.261,41
13276,0.433,0.268,0.308,0.485,0.391,0.267,15
13277,0.433,0.437,0.479,0.443,0.395,0.583,50
13278,0.433,0.6,0.349,0.575,0.584,0.489,14
13279,0.433,0.635,0.723,0.709,0.743,0.552,70
13280,0.433,0.588,0.623,0.646,0.648,0.534,66
13281,0.433,0.367,0.498,0.382,0.396,0.384,50
13282,0.433,0.368,0.372,0.588,0.489,0.489,14
13283,0.433,0.281,0.586,0.395,0.42,0.395,50
13284,0.433,0.436,0.594,0.619,0.464,0.436,24
13285,0.433,0.547,0.347,0.397,0.526,0.526,14
13286,0.433,0.416,0.471,0.637,0.493,0.44,14
13287,0.433,0.443,0.538,0.633,0.54,0.526,14
13288,0.433,0.421,0.477,0.484,0.435,0.421,50
13289,0.433,0.337,0.217,0.51,0.321,0.45,28
13290,0.433,0.473,0.598,0.647,0.649,0.596,66
13291,0.433,0.496,0.475,0.447,0.515,0.505,14
13292,0.433,0.434,0.527,0.457,0.472,0.521,14
13293,0.433,0.49,0.511,0.565,0.541,0.44,14
13294,0.433,0.4,0.5,0.612,0.367,0.54,24
13295,0.433,0.457,0.58,0.419,0.5,0.539,14
13296,0.433,0.295,0.693,0.525,0.384,0.376,24
13297,0.433,0.417,0.44,0.4,0.431,0.312,50
13298,0.433,0.506,0.476,0.476,0.617,0.481,14
13299,0.433,0.543,0.667,0.657,0.471,0.407,60
13300,0.433,0.409,0.579,0.463,0.443,0.406,50
13301,0.433,0.423,0.367,0.376,0.526,0.333,50
13302,0.433,0.444,0.424,0.505,0.45,0.437,50
13303,0.433,0.399,0.463,0.402,0.354,0.333,28
13304,0.433,0.437,0.556,0.542,0.471,0.457,14
13305,0.433,0.441,0.508,0.583,0.564,0.531,14
13306,0.433,0.323,0.504,0.636,0.356,0.315,15
13307,0.433,0.584,0.596,0.555,0.578,0.452,14
13308,0.433,0.789,0.318,0.544,0.659,0.656,63
13309,0.433,0.422,0.842,0.548,0.431,0.528,24
13310,0.433,0.409,0.444,0.403,0.39,0.405,50
13311,0.433,0.338,0.347,0.488,0.481,0.26,50
13312,0.433,0.506,0.701,0.526,0.498,0.357,14
13313,0.433,0.434,0.587,0.637,0.393,0.615,14
13314,0.433,0.395,0.594,0.764,0.481,0.466,60
13315,0.433,0.421,0.832,0.791,0.577,0.467,60
13316,0.433,0.455,0.624,0.498,0.41,0.427,50
13317,0.433,0.292,0.685,0.829,0.435,0.156,71
13318,0.433,0.383,0.412,0.38,0.472,0.351,50
13319,0.433,0.418,0.532,0.509,0.439,0.394,50
13320,0.433,0.565,0.45,0.577,0.587,0.516,14
13321,0.433,0.386,0.576,0.693,0.662,0.603,58
13322,0.433,0.396,0.306,0.416,0.275,0.237,28
13323,0.433,0.405,0.268,0.428,0.353,0.31,28
13324,0.433,0.376,0.723,0.498,0.425,0.354,24
13325,0.433,0.464,0.63,0.593,0.48,0.446,14
13326,0.433,0.403,0.609,0.529,0.546,0.487,14
13327,0.434,0.417,0.385,0.502,0.535,0.495,14
13328,0.434,0.525,0.559,0.66,0.527,0.565,14
13329,0.434,0.431,0.521,0.552,0.503,0.433,14
13330,0.434,0.431,0.414,0.38,0.451,0.408,50
13331,0.434,0.32,0.55,0.491,0.4,0.361,15
13332,0.434,0.268,0.287,0.259,0.251,0.261,29
13333,0.434,0.418,0.607,0.556,0.405,0.426,24
13334,0.434,0.493,0.611,0.58,0.515,0.417,14
13335,0.434,0.377,0.384,0.367,0.381,0.47,50
13336,0.434,0.344,0.317,0.384,0.388,0.429,28
13337,0.434,0.198,0.329,0.482,0.458,0.419,15
13338,0.434,0.43,0.815,0.767,0.563,0.542,60
13339,0.434,0.612,0.632,0.782,0.699,0.641,70
13340,0.434,0.35,0.269,0.475,0.367,0.417,28
13341,0.434,0.408,0.418,0.42,0.327,0.4,28
13342,0.434,0.417,0.543,0.505,0.447,0.418,50
13343,0.434,0.597,0.314,0.366,0.375,0.303,46
13344,0.434,0.424,0.354,0.329,0.553,0.403,50
13345,0.434,0.372,0.61,0.679,0.494,0.369,24
13346,0.434,0.489,0.477,0.476,0.454,0.487,14
13347,0.434,0.446,0.511,0.482,0.42,0.405,50
13348,0.434,0.464,0.668,0.596,0.495,0.397,24
13349,0.434,0.51,0.714,0.515,0.516,0.506,14
13350,0.434,0.432,0.582,0.53,0.528,0.52,14
13351,0.434,0.413,0.637,0.6,0.524,0.523,25
13352,0.434,0.507,0.484,0.391,0.427,0.405,50
13353,0.434,0.518,0.465,0.529,0.474,0.566,14
13354,0.434,0.592,0.417,0.409,0.528,0.476,14
13355,0.434,0.488,0.457,0.455,0.52,0.555,14
13356,0.434,0.516,0.784,0.578,0.633,0.633,70
13357,0.434,0.51,0.684,0.703,0.467,0.461,60
13358,0.434,0.481,0.564,0.583,0.505,0.361,14
13359,0.434,0.289,0.353,0.27,0.425,0.248,28
13360,0.434,0.456,0.574,0.556,0.468,0.445,14
13361,0.434,0.537,0.591,0.535,0.524,0.534,14
13362,0.434,0.351,0.281,0.196,0.252,0.299,29
13363,0.434,0.413,0.611,0.539,0.411,0.383,24
13364,0.434,0.437,0.562,0.565,0.413,0.483,24
13365,0.434,0.41,0.547,0.644,0.561,0.491,25
13366,0.434,0.499,0.366,0.474,0.587,0.529,14
13367,0.434,0.441,0.187,0.099,0.113,0.111,9
13368,0.434,0.299,0.512,0.506,0.421,0.431,24
13369,0.434,0.409,0.651,0.446,0.323,0.327,49
13370,0.434,0.469,0.461,0.535,0.565,0.512,14
13371,0.434,0.429,0.522,0.359,0.288,0.314,28
13372,0.434,0.497,0.314,0.377,0.503,0.504,50
13373,0.434,0.711,0.594,0.483,0.697,0.52,55
13374,0.434,0.365,0.687,0.569,0.426,0.56,24
13375,0.434,0.38,0.524,0.583,0.499,0.523,14
13376,0.434,0.338,0.651,0.519,0.469,0.433,24
13377,0.434,0.456,0.505,0.374,0.47,0.271,50
13378,0.434,0.393,0.933,0.566,0.398,0.683,40
13379,0.434,0.443,0.516,0.575,0.5,0.387,14
13380,0.434,0.456,0.316,0.408,0.409,0.325,28
13381,0.434,0.446,0.625,0.597,0.329,0.42,24
13382,0.434,0.342,0.526,0.528,0.371,0.344,15
13383,0.434,0.426,0.548,0.583,0.35,0.477,24
13384,0.434,0.676,0.53,0.833,0.676,0.614,32
13385,0.434,0.357,0.4,0.416,0.312,0.33,28
13386,0.434,0.459,0.561,0.518,0.395,0.37,50
13387,0.434,0.572,0.325,0.512,0.592,0.714,66
13388,0.434,0.211,0.114,0.348,0.276,0.224,29
13389,0.434,0.316,0.389,0.28,0.281,0.264,29
13390,0.434,0.599,0.396,0.256,0.611,0.691,69
13391,0.434,0.401,0.558,0.675,0.458,0.428,24
13392,0.434,0.567,0.497,0.717,0.415,0.274,65
13393,0.434,0.461,0.402,0.416,0.432,0.446,50
13394,0.434,0.486,0.41,0.639,0.579,0.41,14
13395,0.434,0.506,0.373,0.578,0.569,0.53,14
13396,0.434,0.657,0.244,0.438,0.559,0.477,55
13397,0.434,0.418,0.467,0.455,0.558,0.526,14
13398,0.434,0.387,0.742,0.67,0.605,0.508,60
13399,0.434,0.786,0.275,0.597,0.599,0.504,55
13400,0.434,0.56,0.413,0.464,0.571,0.617,55
13401,0.434,0.456,0.497,0.449,0.488,0.45,50
13402,0.434,0.363,0.546,0.729,0.597,0.625,25
13403,0.434,0.429,0.652,0.55,0.541,0.496,14
13404,0.434,0.441,0.528,0.558,0.553,0.433,14
13405,0.434,0.329,0.356,0.381,0.316,0.342,28
13406,0.434,0.471,0.498,0.588,0.499,0.477,14
13407,0.434,0.75,0.393,0.641,0.318,0.171,37
13408,0.434,0.307,0.723,0.426,0.386,0.39,24
13409,0.434,0.613,0.535,0.63,0.678,0.522,66
13410,0.434,0.439,0.614,0.558,0.541,0.485,14
13411,0.434,0.513,0.413,0.514,0.526,0.384,14
13412,0.434,0.399,0.552,0.512,0.424,0.437,50
13413,0.434,0.368,0.561,0.443,0.409,0.401,50
13414,0.434,0.692,0.448,0.525,0.357,0.369,31
13415,0.434,0.451,0.455,0.562,0.516,0.483,14
13416,0.434,0.422,0.484,0.497,0.524,0.629,14
13417,0.434,0.425,0.764,0.64,0.466,0.285,71
13418,0.434,0.536,0.519,0.572,0.398,0.353,50
13419,0.434,0.756,0.306,0.632,0.464,0.407,7
13420,0.434,0.341,0.389,0.294,0.334,0.289,28
13421,0.434,0.534,0.728,0.7,0.746,0.55,70
13422,0.434,0.305,0.38,0.543,0.482,0.485,50
13423,0.434,0.51,0.577,0.509,0.525,0.497,14
13424,0.434,0.28,0.424,0.259,0.356,0.236,29
13425,0.434,0.527,0.461,0.489,0.493,0.474,14
13426,0.435,0.33,0.39,0.437,0.534,0.483,50
13427,0.435,0.28,0.309,0.58,0.585,0.565,54
13428,0.435,0.453,0.447,0.484,0.507,0.434,14
13429,0.435,0.421,0.468,0.485,0.432,0.407,50
13430,0.435,0.461,0.551,0.676,0.507,0.507,14
13431,0.435,0.311,0.216,0.355,0.407,0.375,28
13432,0.435,0.34,0.877,0.49,0.5,0.417,24
13433,0.435,0.505,0.572,0.595,0.44,0.35,24
13434,0.435,0.489,0.424,0.623,0.513,0.615,14
13435,0.435,0.344,0.672,0.669,0.503,0.361,24
13436,0.435,0.478,0.518,0.432,0.545,0.61,14
13437,0.435,0.507,0.492,0.454,0.366,0.388,50
13438,0.435,0.384,0.332,0.368,0.307,0.332,28
13439,0.435,0.508,0.539,0.71,0.546,0.49,14
13440,0.435,0.403,0.501,0.403,0.463,0.476,50
13441,0.435,0.36,0.357,0.494,0.405,0.4,50
13442,0.435,0.532,0.501,0.385,0.547,0.434,14
13443,0.435,0.485,0.51,0.532,0.491,0.445,14
13444,0.435,0.215,0.223,0.231,0.245,0.262,29
13445,0.435,0.354,0.574,0.527,0.52,0.419,24
13446,0.435,0.587,0.547,0.489,0.403,0.426,50
13447,0.435,0.563,0.482,0.454,0.397,0.362,50
13448,0.435,0.159,0.143,0.26,0.215,0.121,19
13449,0.435,0.47,0.646,0.733,0.491,0.437,60
13450,0.435,0.311,0.614,0.553,0.444,0.416,24
13451,0.435,0.371,0.447,0.515,0.604,0.522,25
13452,0.435,0.693,0.433,0.494,0.538,0.536,55
13453,0.435,0.462,0.503,0.507,0.447,0.386,50
13454,0.435,0.399,0.573,0.488,0.419,0.345,50
13455,0.435,0.47,0.498,0.783,0.518,0.574,25
13456,0.435,0.474,0.555,0.58,0.427,0.376,24
13457,0.435,0.47,0.623,0.478,0.469,0.562,14
13458,0.435,0.634,0.553,0.517,0.595,0.673,66
13459,0.435,0.787,0.648,0.693,0.474,0.309,65
13460,0.435,0.653,0.496,0.577,0.542,0.477,14
13461,0.435,0.406,0.545,0.624,0.437,0.493,24
13462,0.435,0.438,0.447,0.497,0.385,0.391,50
13463,0.435,0.312,0.421,0.221,0.257,0.358,29
13464,0.435,0.253,0.234,0.299,0.308,0.184,29
13465,0.435,0.387,0.716,0.656,0.438,0.426,24
13466,0.435,0.37,0.379,0.602,0.269,0.248,15
13467,0.435,0.411,0.515,0.573,0.449,0.547,14
13468,0.435,0.441,0.413,0.537,0.413,0.463,50
13469,0.435,0.391,0.506,0.451,0.397,0.412,50
13470,0.435,0.344,0.346,0.266,0.26,0.293,29
13471,0.435,0.552,0.42,0.593,0.634,0.596,66
13472,0.435,0.577,0.525,0.59,0.773,0.628,63
13473,0.435,0.271,0.306,0.432,0.32,0.218,29
13474,0.435,0.462,0.651,0.564,0.579,0.436,14
13475,0.435,0.434,0.389,0.329,0.285,0.355,28
13476,0.435,0.192,0.119,0.106,0.096,0.11,19
13477,0.435,0.289,0.606,0.598,0.402,0.299,24
13478,0.435,0.518,0.792,0.556,0.475,0.261,49
13479,0.435,0.447,0.499,0.47,0.504,0.429,14
13480,0.435,0.475,0.671,0.556,0.518,0.524,14
13481,0.435,0.369,0.402,0.381,0.396,0.376,28
13482,0.435,0.453,0.455,0.5,0.512,0.496,14
13483,0.435,0.426,0.384,0.453,0.524,0.446,50
13484,0.435,0.499,0.592,0.492,0.481,0.351,50
13485,0.435,0.442,0.532,0.743,0.506,0.448,60
13486,0.435,0.368,0.47,0.588,0.474,0.386,24
13487,0.435,0.526,0.587,0.515,0.507,0.488,14
13488,0.435,0.389,0.456,0.412,0.406,0.483,50
13489,0.435,0.37,0.666,0.601,0.463,0.363,24
13490,0.435,0.535,0.664,0.545,0.362,0.371,49
13491,0.435,0.495,0.26,0.497,0.434,0.53,50
13492,0.435,0.495,0.523,0.479,0.421,0.456,50
13493,0.435,0.522,0.674,0.505,0.512,0.489,14
13494,0.435,0.465,0.427,0.478,0.452,0.421,50
13495,0.435,0.405,0.552,0.601,0.446,0.452,24
13496,0.435,0.267,0.521,0.261,0.19,0.152,4
13497,0.435,0.566,0.637,0.606,0.592,0.374,14
13498,0.435,0.383,0.616,0.451,0.452,0.407,50
13499,0.435,0.408,0.645,0.616,0.604,0.527,25
13500,0.435,0.373,0.582,0.722,0.432,0.383,24
13501,0.435,0.524,0.613,0.435,0.506,0.418,14
13502,0.435,0.474,0.512,0.622,0.453,0.47,14
13503,0.435,0.399,0.583,0.388,0.435,0.424,50
13504,0.435,0.481,0.437,0.479,0.473,0.593,14
13505,0.435,0.41,0.569,0.495,0.381,0.373,50
13506,0.435,0.42,0.665,0.726,0.681,0.646,58
13507,0.435,0.683,0.557,0.784,0.728,0.524,33
13508,0.435,0.381,0.526,0.475,0.397,0.385,50
13509,0.435,0.368,0.587,0.518,0.447,0.405,24
13510,0.435,0.427,0.513,0.566,0.372,0.455,50
13511,0.435,0.353,0.431,0.474,0.408,0.356,50
13512,0.435,0.393,0.484,0.518,0.481,0.463,50
13513,0.435,0.449,0.531,0.523,0.409,0.523,14
13514,0.435,0.41,0.71,0.713,0.521,0.393,60
13515,0.435,0.264,0.961,0.59,0.556,0.42,10
13516,0.435,0.429,0.58,0.582,0.436,0.516,14
13517,0.435,0.434,0.55,0.546,0.421,0.411,24
13518,0.435,0.395,0.436,0.478,0.472,0.347,50
13519,0.435,0.508,0.629,0.413,0.546,0.425,14
13520,0.435,0.277,0.355,0.359,0.44,0.428,28
13521,0.435,0.463,0.428,0.443,0.589,0.429,14
13522,0.435,0.321,0.7,0.853,0.621,0.574,58
13523,0.435,0.214,0.552,0.536,0.3,0.244,15
13524,0.435,0.513,0.501,0.617,0.634,0.637,66
13525,0.435,0.463,0.607,0.506,0.441,0.432,50
13526,0.435,0.546,0.447,0.432,0.36,0.361,50
13527,0.435,0.522,0.504,0.579,0.461,0.406,14
13528,0.435,0.477,0.604,0.558,0.533,0.513,14
13529,0.435,0.446,0.442,0.415,0.427,0.414,50
13530,0.435,0.549,0.612,0.693,0.562,0.565,66
13531,0.435,0.38,0.453,0.372,0.343,0.39,28
13532,0.436,0.427,0.479,0.287,0.524,0.536,50
13533,0.436,0.3,0.407,0.512,0.424,0.305,15
13534,0.436,0.466,0.421,0.481,0.507,0.514,14
13535,0.436,0.414,0.543,0.488,0.437,0.393,50
13536,0.436,0.391,0.54,0.512,0.481,0.47,14
13537,0.436,0.3,0.372,0.301,0.411,0.276,28
13538,0.436,0.411,0.433,0.357,0.427,0.497,50
13539,0.436,0.415,0.399,0.405,0.395,0.409,50
13540,0.436,0.453,0.44,0.449,0.447,0.436,50
13541,0.436,0.477,0.401,0.487,0.506,0.444,14
13542,0.436,0.42,0.446,0.624,0.43,0.372,24
13543,0.436,0.44,0.239,0.408,0.279,0.269,28
13544,0.436,0.383,0.404,0.471,0.437,0.363,50
13545,0.436,0.529,0.591,0.528,0.524,0.496,14
13546,0.436,0.378,0.357,0.489,0.5,0.601,5
13547,0.436,0.412,0.559,0.521,0.406,0.394,50
13548,0.436,0.414,0.487,0.651,0.468,0.533,14
13549,0.436,0.432,0.615,0.433,0.405,0.522,50
13550,0.436,0.433,0.285,0.379,0.416,0.567,50
13551,0.436,0.454,0.363,0.478,0.482,0.522,14
13552,0.436,0.456,0.491,0.502,0.496,0.494,14
13553,0.436,0.444,0.525,0.65,0.525,0.54,14
13554,0.436,0.415,0.41,0.391,0.48,0.416,50
13555,0.436,0.392,0.241,0.588,0.663,0.482,5
13556,0.436,0.314,0.398,0.487,0.312,0.344,15
13557,0.436,0.41,0.659,0.603,0.43,0.405,24
13558,0.436,0.464,0.532,0.653,0.577,0.632,66
13559,0.436,0.474,0.604,0.503,0.439,0.497,14
13560,0.436,0.4,0.572,0.447,0.451,0.361,50
13561,0.436,0.425,0.502,0.437,0.418,0.479,50
13562,0.436,0.457,0.562,0.588,0.488,0.439,14
13563,0.436,0.269,0.22,0.484,0.441,0.507,20
13564,0.436,0.448,0.321,0.482,0.388,0.355,50
13565,0.436,0.58,0.518,0.643,0.603,0.525,66
13566,0.436,0.5,0.472,0.577,0.648,0.596,66
13567,0.436,0.311,0.333,0.442,0.455,0.365,50
13568,0.436,0.461,0.658,0.613,0.515,0.54,14
13569,0.436,0.541,0.374,0.496,0.452,0.438,50
13570,0.436,0.379,0.507,0.556,0.648,0.621,66
13571,0.436,0.328,0.566,0.49,0.351,0.399,15
13572,0.436,0.457,0.323,0.598,0.537,0.464,14
13573,0.436,0.426,0.381,0.422,0.396,0.407,50
13574,0.436,0.405,0.62,0.617,0.537,0.491,25
13575,0.436,0.426,0.316,0.466,0.515,0.467,50
13576,0.436,0.54,0.589,0.482,0.463,0.441,14
13577,0.436,0.631,0.339,0.502,0.506,0.458,14
13578,0.436,0.41,0.53,0.497,0.453,0.341,50
13579,0.436,0.352,0.59,0.695,0.364,0.311,49
13580,0.436,0.557,0.474,0.604,0.628,0.603,66
13581,0.436,0.404,0.503,0.553,0.59,0.537,25
13582,0.436,0.557,0.699,0.831,0.484,0.452,60
13583,0.436,0.514,0.424,0.535,0.565,0.499,14
13584,0.436,0.406,0.543,0.522,0.432,0.43,50
13585,0.436,0.447,0.644,0.41,0.17,0.082,39
13586,0.436,0.512,0.399,0.58,0.438,0.389,50
13587,0.436,0.38,0.576,0.604,0.5,0.486,24
13588,0.436,0.5,0.45,0.598,0.525,0.528,14
13589,0.436,0.412,0.612,0.628,0.476,0.412,24
13590,0.436,0.423,0.522,0.533,0.467,0.42,50
13591,0.436,0.456,0.562,0.559,0.431,0.485,14
13592,0.436,0.267,0.171,0.341,0.325,0.346,29
13593,0.436,0.413,0.453,0.54,0.444,0.497,50
13594,0.436,0.351,0.72,0.753,0.597,0.655,58
13595,0.436,0.339,0.457,0.509,0.374,0.318,15
13596,0.436,0.536,0.581,0.558,0.517,0.478,14
13597,0.436,0.629,0.489,0.57,0.46,0.434,14
13598,0.436,0.342,0.737,0.737,0.743,0.68,58
13599,0.436,0.465,0.575,0.575,0.467,0.435,14
13600,0.436,0.341,0.473,0.41,0.368,0.386,28
13601,0.436,0.469,0.373,0.402,0.389,0.414,50
13602,0.436,0.373,0.418,0.657,0.479,0.398,24
13603,0.436,0.539,0.461,0.412,0.404,0.336,50
13604,0.436,0.439,0.611,0.524,0.456,0.407,24
13605,0.436,0.455,0.669,0.495,0.577,0.633,66
13606,0.436,0.673,0.808,0.635,0.71,0.555,70
13607,0.436,0.475,0.297,0.454,0.422,0.351,50
13608,0.436,0.419,0.32,0.325,0.679,0.675,38
13609,0.436,0.403,0.813,0.688,0.549,0.378,60
13610,0.436,0.773,0.434,0.627,0.716,0.39,33
13611,0.436,0.496,0.353,0.409,0.443,0.44,50
13612,0.436,0.522,0.43,0.56,0.524,0.476,14
13613,0.436,0.427,0.404,0.501,0.374,0.341,50
13614,0.436,0.616,0.691,0.498,0.555,0.312,14
13615,0.436,0.474,0.557,0.578,0.522,0.535,14
13616,0.436,0.369,0.65,0.609,0.381,0.438,24
13617,0.436,0.4,0.57,0.545,0.459,0.43,24
13618,0.436,0.476,0.558,0.512,0.494,0.487,14
13619,0.436,0.392,0.171,0.225,0.423,0.467,28
13620,0.436,0.198,0.767,0.596,0.39,0.269,41
13621,0.436,0.55,0.638,0.415,0.496,0.489,14
13622,0.436,0.456,0.43,0.493,0.498,0.511,14
13623,0.436,0.404,0.875,0.682,0.736,0.544,58
13624,0.436,0.463,0.531,0.527,0.552,0.521,14
13625,0.436,0.434,0.324,0.499,0.432,0.461,50
13626,0.436,0.331,0.709,0.609,0.479,0.409,24
13627,0.436,0.425,0.51,0.588,0.627,0.388,14
13628,0.437,0.484,0.594,0.674,0.446,0.498,14
13629,0.437,0.441,0.307,0.447,0.468,0.474,50
13630,0.437,0.503,0.415,0.413,0.616,0.498,14
13631,0.437,0.365,0.411,0.487,0.421,0.463,50
13632,0.437,0.552,0.61,0.565,0.482,0.457,14
13633,0.437,0.452,0.572,0.58,0.395,0.382,24
13634,0.437,0.343,0.51,0.418,0.391,0.326,28
13635,0.437,0.49,0.647,0.501,0.492,0.446,14
13636,0.437,0.442,0.543,0.535,0.519,0.511,14
13637,0.437,0.468,0.581,0.5,0.477,0.447,14
13638,0.437,0.262,0.296,0.401,0.296,0.141,29
13639,0.437,0.365,0.461,0.439,0.364,0.402,50
13640,0.437,0.451,0.422,0.459,0.376,0.514,50
13641,0.437,0.489,0.673,0.646,0.58,0.563,66
13642,0.437,0.647,0.428,0.651,0.604,0.5,47
13643,0.437,0.434,0.501,0.438,0.588,0.434,14
13644,0.437,0.464,0.531,0.524,0.476,0.473,14
13645,0.437,0.423,0.488,0.467,0.442,0.44,50
13646,0.437,0.307,0.566,0.425,0.517,0.481,50
13647,0.437,0.428,0.424,0.421,0.429,0.431,50
13648,0.437,0.494,0.536,0.61,0.505,0.521,14
13649,0.437,0.444,0.51,0.51,0.474,0.48,14
13650,0.437,0.473,0.704,0.492,0.545,0.451,14
13651,0.437,0.444,0.686,0.59,0.611,0.435,60
13652,0.437,0.471,0.521,0.517,0.458,0.357,50
13653,0.437,0.496,0.658,0.573,0.539,0.453,14
13654,0.437,0.48,0.458,0.413,0.423,0.414,50
13655,0.437,0.511,0.493,0.614,0.562,0.557,14
13656,0.437,0.34,0.454,0.468,0.348,0.415,50
13657,0.437,0.496,0.439,0.562,0.552,0.418,14
13658,0.437,0.451,0.524,0.561,0.407,0.424,50
13659,0.437,0.28,0.46,0.441,0.372,0.406,15
13660,0.437,0.493,0.782,0.456,0.393,0.426,24
13661,0.437,0.516,0.542,0.78,0.6,0.69,66
13662,0.437,0.537,0.479,0.478,0.494,0.493,14
13663,0.437,0.477,0.379,0.64,0.548,0.634,66
13664,0.437,0.423,0.426,0.436,0.429,0.433,50
13665,0.437,0.428,0.62,0.575,0.523,0.472,14
13666,0.437,0.452,0.404,0.456,0.323,0.324,28
13667,0.437,0.513,0.575,0.604,0.604,0.538,66
13668,0.437,0.473,0.699,0.655,0.516,0.449,60
13669,0.437,0.417,0.599,0.534,0.516,0.444,14
13670,0.437,0.348,0.454,0.608,0.493,0.581,25
13671,0.437,0.442,0.418,0.453,0.471,0.496,50
13672,0.437,0.466,0.549,0.61,0.504,0.503,14
13673,0.437,0.329,0.313,0.427,0.316,0.251,28
13674,0.437,0.434,0.538,0.472,0.491,0.572,14
13675,0.437,0.504,0.464,0.561,0.514,0.51,14
13676,0.437,0.434,0.518,0.449,0.357,0.371,50
13677,0.437,0.485,0.256,0.503,0.525,0.6,5
13678,0.437,0.218,0.504,0.334,0.242,0.174,29
13679,0.437,0.533,0.614,0.636,0.566,0.481,14
13680,0.437,0.421,0.526,0.59,0.42,0.367,24
13681,0.437,0.549,0.421,0.497,0.425,0.434,50
13682,0.437,0.349,0.684,0.386,0.293,0.358,67
13683,0.437,0.39,0.553,0.604,0.501,0.557,25
13684,0.437,0.522,0.523,0.627,0.49,0.524,14
13685,0.437,0.471,0.46,0.556,0.57,0.453,14
13686,0.437,0.436,0.57,0.527,0.487,0.429,14
13687,0.437,0.451,0.45,0.53,0.557,0.534,14
13688,0.437,0.462,0.772,0.616,0.443,0.337,24
13689,0.437,0.458,0.423,0.41,0.378,0.355,50
13690,0.437,0.432,0.504,0.555,0.456,0.385,50
13691,0.437,0.466,0.508,0.566,0.53,0.498,14
13692,0.437,0.541,0.529,0.499,0.453,0.424,14
13693,0.437,0.605,0.617,0.779,0.519,0.528,60
13694,0.437,0.63,0.476,0.63,0.426,0.486,14
13695,0.437,0.673,0.641,0.581,0.713,0.752,32
13696,0.437,0.39,0.674,0.519,0.47,0.426,24
13697,0.437,0.556,0.474,0.477,0.441,0.349,50
13698,0.437,0.461,0.184,0.195,0.397,0.488,18
13699,0.437,0.645,0.273,0.443,0.373,0.517,18
13700,0.437,0.553,0.684,0.442,0.39,0.312,49
13701,0.437,0.398,0.587,0.536,0.419,0.394,24
13702,0.437,0.355,0.394,0.343,0.333,0.335,28
13703,0.437,0.547,0.739,0.552,0.437,0.33,65
13704,0.437,0.615,0.817,0.812,0.722,0.54,70
13705,0.437,0.337,0.457,0.585,0.355,0.291,15
13706,0.437,0.401,0.736,0.609,0.332,0.319,49
13707,0.437,0.432,0.617,0.697,0.471,0.386,24
13708,0.437,0.383,0.714,0.546,0.513,0.517,25
13709,0.437,0.444,0.509,0.563,0.441,0.447,50
13710,0.437,0.468,0.461,0.684,0.555,0.612,66
13711,0.437,0.389,0.76,0.707,0.597,0.649,58
13712,0.438,0.308,0.417,0.46,0.365,0.374,28
13713,0.438,0.623,0.317,0.21,0.55,0.408,17
